[00000020] (8.04155, 4.29417) => 7721.18
[00014799] (1.23014, 7.34575) => 4.57908
[00014802] (5.23557, 3.01509) => 147.143
[00014804] (2.43767, 9.09956) => 3321.25
[00014809] (5.90452, 7.84798) => 1.12783e+06
[00014814] (4.71297, 8.03518) => 257065
[00014816] (2.00615, 7.85034) => 236.405
[00014819] (2.10896, 7.65029) => 301.452
[00014820] (6.6094, 8.58749) => 1.10443e+07
[00014823] (9.77889, 8.65958) => 3.76267e+08
[00014828] (6.52037, 9.07226) => 2.43944e+07
[00014831] (1.73174, 1.34528) => 2.09328
[00014834] (9.33717, 9.10798) => 6.8659e+08
[00014837] (5.79174, 4.89308) => 5401.15
[00014841] (6.64141, 8.09114) => 4.49802e+06
[00014845] (3.69126, 4.73039) => 481.903
[00014848] (4.62566, 4.32844) => 757.122
[00014851] (5.14624, 7.68317) => 292751
[00014854] (8.67197, 2.4365) => 193.075
[00014855] (8.32896, 4.7273) => 22485.7
[00014858] (8.10047, 1.19809) => 12.2597
[00014859] (8.70108, 3.90655) => 4682.67
[00014861] (5.91892, 4.72264) => 4436.3
[00014864] (1.98589, 5.84182) => 55.0305
[00014867] (1.86266, 1.66609) => 2.81883
[00014870] (6.28385, 1.18936) => 8.89983
[00014873] (9.66467, 2.1656) => 135.996
[00014877] (6.81625, 1.68848) => 25.5522
[00014880] (3.21227, 7.15441) => 4226.09
[00014882] (7.32036, 1.30208) => 13.3565
[00014885] (7.99033, 4.90281) => 26613.5
[00014887] (5.1997, 8.97532) => 2.66768e+06
[00014890] (7.22626, 8.45659) => 1.83435e+07
[00014891] (8.20479, 8.64292) => 7.94708e+07
[00014893] (4.23852, 6.52154) => 12314.1
[00014896] (7.52467, 1.10513) => 9.30314
[00014899] (1.96302, 9.19401) => 493.351
[00014900] (1.36865, 9.92126) => 22.5
[00014903] (5.84368, 3.13657) => 253.961
[00014904] (4.32017, 5.40986) => 2741.41
[00014906] (3.14201, 4.47343) => 167.579
[00014907] (7.2239, 5.50631) => 53538.1
[00014909] (3.26624, 9.75187) => 103022
[00014912] (2.7306, 8.07648) => 3337.52
[00014916] (3.75304, 9.2172) => 196880
[00014919] (8.82779, 2.76588) => 413.156
[00014922] (1.61647, 4.18927) => 7.4774
[00014923] (5.94028, 4.00963) => 1266.71
[00014925] (4.81225, 9.80848) => 4.92945e+06
[00014928] (7.3753, 2.93599) => 353.012
[00014931] (2.40283, 3.09128) => 15.0286
[00014935] (9.66811, 3.20916) => 1452.51
[00014938] (7.99208, 2.66993) => 257.063
[00014939] (3.63056, 2.29353) => 19.2449
[00014940] (6.62816, 4.25459) => 3123.86
[00014942] (2.97012, 4.33396) => 111.94
[00014944] (4.10774, 2.27692) => 24.9533
[00014946] (1.78838, 7.7378) => 89.8432
[00014948] (6.8368, 8.92052) => 2.80107e+07
[00014951] (9.74795, 8.09723) => 1.01732e+08
[00014954] (9.94924, 1.30169) => 19.8983
[00014955] (7.51297, 7.71975) => 5.76835e+06
[00014957] (3.22803, 6.66363) => 2462.47
[00014961] (3.72077, 2.40875) => 23.6872
[00014964] (8.0699, 1.5851) => 27.383
[00014968] (8.76787, 6.4984) => 1.34062e+06
[00014972] (8.40848, 9.38151) => 4.73419e+08
[00014975] (8.33508, 9.68442) => 8.28858e+08
[00014978] (9.03291, 5.788) => 340667
[00014981] (8.93775, 9.27391) => 6.63149e+08
[00014984] (1.51905, 8.31591) => 32.3542
[00014988] (1.6353, 1.8085) => 2.43384
[00014991] (6.94512, 1.06467) => 7.87246
[00014994] (4.6211, 9.34815) => 1.63733e+06
[00014997] (7.65768, 5.0626) => 29911.3
[00014998] (5.04024, 2.68391) => 76.7923
[00015001] (7.82227, 7.65152) => 6.84465e+06
[00015004] (5.56534, 9.10367) => 6.11947e+06
[00015007] (9.37867, 8.2858) => 1.13493e+08
[00015010] (9.23055, 7.00967) => 5.8335e+06
[00015014] (6.38114, 6.55047) => 187267
[00015017] (8.03605, 3.04544) => 570.492
[00015022] (1.1623, 7.34775) => 3.01946
[00015025] (6.22867, 2.1531) => 51.3345
[00015028] (8.74191, 1.79414) => 48.9078
[00015029] (5.69992, 2.83555) => 139.093
[00015032] (6.56013, 5.2569) => 19698.3
[00015036] (8.81172, 4.11713) => 7779.26
[00015039] (9.58128, 4.24518) => 14666.4
[00015042] (3.97872, 3.65366) => 155.332
[00015046] (8.39323, 7.29808) => 5.53229e+06
[00015048] (8.53232, 3.40651) => 1484.88
[00015052] (1.15691, 1.7163) => 1.28423
[00015055] (8.98328, 7.10636) => 5.96281e+06
[00015058] (7.84049, 7.89882) => 1.15946e+07
[00015062] (9.9356, 4.81969) => 63998
[00015065] (4.25024, 8.56376) => 240756
[00015070] (8.79391, 2.20126) => 119.78
[00015073] (5.28779, 8.06837) => 684931
[00015077] (8.51441, 2.05146) => 80.9422
[00015080] (4.37013, 1.49377) => 9.05213
[00015086] (5.54521, 4.24144) => 1429.84
[00015089] (5.41493, 5.07038) => 5243.15
[00015092] (2.86328, 5.02941) => 198.496
[00015095] (5.36238, 7.25642) => 196122
[00015098] (4.63658, 1.63665) => 12.3121
[00015099] (8.94144, 1.66526) => 38.4005
[00015101] (1.25984, 8.30387) => 6.80759
[00015104] (2.21343, 8.40112) => 792.402
[00015107] (5.69613, 2.17112) => 43.6975
[00015110] (4.59779, 1.55084) => 10.6539
[00015113] (3.97931, 3.44229) => 116.068
[00015118] (7.03514, 8.79697) => 2.84075e+07
[00015122] (8.12402, 9.54567) => 4.83475e+08
[00015125] (6.54308, 9.6375) => 7.27949e+07
[00015129] (5.59093, 9.27884) => 8.62546e+06
[00015134] (8.92344, 3.66036) => 3015.04
[00015137] (6.24421, 8.77007) => 9.47096e+06
[00015140] (4.96704, 1.52386) => 11.5015
[00015143] (4.0883, 4.9504) => 1065.08
[00015146] (1.98122, 1.81732) => 3.46433
[00015147] (4.61983, 6.7004) => 28396.3
[00015149] (6.41612, 6.65555) => 235964
[00015152] (1.74994, 1.48751) => 2.29879
[00015155] (1.01655, 1.97455) => 1.03293
[00015157] (7.47749, 2.37388) => 118.63
[00015159] (1.71706, 1.3565) => 2.08202
[00015162] (9.75238, 7.27359) => 1.56455e+07
[00015163] (2.92217, 1.39897) => 4.48239
[00015165] (1.3444, 4.586) => 3.8853
[00015168] (4.42373, 7.35775) => 56436.1
[00015172] (9.11835, 1.65863) => 39.0974
[00015175] (1.45395, 9.61607) => 36.5677
[00015178] (3.69713, 7.83701) => 28206.9
[00015179] (2.62767, 1.39257) => 3.83957
[00015181] (3.68755, 1.04527) => 3.91196
[00015184] (5.66148, 1.37442) => 10.8353
[00015188] (2.99558, 5.09882) => 268.84
[00015190] (1.27804, 1.23454) => 1.35374
[00015193] (3.15311, 9.42152) => 49990.1
[00015197] (9.39431, 3.99917) => 7774.21
[00015201] (4.41606, 7.60417) => 80344.1
[00015204] (8.24622, 9.15629) => 2.45185e+08
[00015207] (3.36835, 9.99235) => 186269
[00015210] (8.9074, 2.11056) => 101.042
[00015211] (9.23627, 7.32327) => 1.17651e+07
[00015213] (1.84671, 1.41095) => 2.37615
[00015217] (4.83589, 4.06678) => 607.594
[00015219] (9.07219, 3.08809) => 906.785
[00015222] (2.54495, 2.76738) => 13.2637
[00015225] (1.37527, 5.27125) => 5.36376
[00015230] (1.86126, 7.12479) => 83.6224
[00015233] (6.41543, 5.22181) => 16412.8
[00015237] (3.29058, 9.69495) => 103498
[00015240] (7.57138, 2.51224) => 161.694
[00015244] (2.35408, 3.26243) => 16.3322
[00015248] (7.1309, 9.89897) => 2.78773e+08
[00015250] (6.19818, 2.38157) => 77.0599
[00015253] (1.97134, 8.59769) => 342.194
[00015256] (9.04765, 6.3766) => 1.25732e+06
[00015260] (3.08498, 4.28968) => 125.527
[00015264] (4.128, 7.74292) => 58562.2
[00015267] (9.05818, 2.46757) => 229.912
[00015270] (4.1593, 9.96022) => 1.46413e+06
[00015273] (8.93804, 9.84657) => 2.32525e+09
[00015278] (1.81743, 7.09864) => 69.4711
[00015281] (6.01515, 8.739) => 6.45413e+06
[00015284] (9.56644, 9.66553) => 3.0163e+09
[00015287] (1.31964, 6.19605) => 5.57642
[00015290] (9.05338, 1.82851) => 56.1741
[00015291] (9.90483, 1.15727) => 14.2056
[00015294] (7.3927, 2.69645) => 220.134
[00015297] (6.18912, 9.57857) => 3.82539e+07
[00015301] (3.07219, 2.53499) => 17.2058
[00015304] (4.61481, 3.11416) => 117.025
[00015308] (1.75386, 3.69196) => 7.95835
[00015312] (2.1825, 5.69187) => 84.9742
[00015314] (4.96606, 8.46812) => 783269
[00015318] (9.38402, 4.25337) => 13675
[00015320] (8.31149, 7.49885) => 7.88025e+06
[00015324] (9.3611, 9.05138) => 6.19229e+08
[00015327] (6.02051, 8.99316) => 1.02652e+07
[00015329] (7.99889, 9.6816) => 5.53054e+08
[00015332] (9.25542, 9.16148) => 7.13864e+08
[00015336] (7.42817, 9.39823) => 1.53019e+08
[00015340] (6.1152, 3.72601) => 851.479
[00015343] (5.04558, 2.14953) => 32.4287
[00015346] (8.80043, 3.3332) => 1406.76
[00015349] (3.94435, 9.66782) => 577800
[00015352] (1.18297, 2.93822) => 1.63837
[00015357] (6.23707, 3.2981) => 418.724
[00015360] (8.01958, 3.94327) => 3675.47
[00015362] (8.31685, 6.86827) => 2.08222e+06
[00015364] (1.17938, 2.8704) => 1.60572
[00015368] (8.86344, 7.33258) => 8.87915e+06
[00015372] (6.77935, 9.95387) => 1.87732e+08
[00015374] (1.81768, 7.69229) => 99.1496
[00015377] (3.42161, 6.19099) => 2029.64
[00015380] (2.32941, 1.59925) => 3.8665
[00015384] (1.70305, 9.69511) => 174.489
[00015388] (4.63257, 2.70818) => 63.5571
[00015391] (6.43509, 7.46948) => 1.09518e+06
[00015398] (1.83208, 5.8885) => 35.3471
[00015401] (6.95968, 1.66089) => 25.0872
[00015406] (6.54996, 2.45238) => 100.398
[00015409] (2.52145, 6.69083) => 486.822
[00015410] (5.93136, 5.47645) => 17145.2
[00015413] (2.81546, 8.17187) => 4716.89
[00015414] (1.17443, 4.25993) => 1.98359
[00015417] (1.19326, 6.47551) => 3.13984
[00015422] (4.27014, 9.23051) => 659631
[00015423] (5.60702, 9.23216) => 8.1736e+06
[00015425] (9.98858, 8.8547) => 7.08452e+08
[00015429] (7.13345, 7.05224) => 1.04154e+06
[00015433] (8.60877, 7.16381) => 4.98587e+06
[00015438] (7.96717, 4.96322) => 29742
[00015440] (9.82096, 4.88826) => 70779.1
[00015444] (4.80325, 6.65693) => 34429.7
[00015447] (8.83306, 2.54331) => 254.831
[00015452] (8.1333, 9.68433) => 6.53623e+08
[00015456] (9.63224, 6.50367) => 2.49939e+06
[00015459] (3.08894, 7.11691) => 3061.44
[00015462] (3.61468, 9.9525) => 358251
[00015464] (7.41912, 4.39292) => 6658.7
[00015468] (1.72415, 3.02338) => 5.19106
[00015471] (3.16442, 7.89888) => 8948.76
[00015475] (6.62127, 8.92863) => 2.13736e+07
[00015478] (2.85881, 5.45439) => 307.76
[00015479] (8.31696, 3.29278) => 1069.65
[00015482] (1.49224, 5.74581) => 9.97326
[00015483] (6.53183, 6.48362) => 192474
[00015485] (6.74823, 5.52799) => 38348.6
[00015488] (6.5722, 6.07301) => 92462.7
[00015491] (4.76868, 2.98681) => 106.23
[00015495] (1.83624, 5.88464) => 35.7381
[00015496] (2.8278, 4.18248) => 77.2991
[00015500] (8.5307, 7.37697) => 7.37639e+06
[00015504] (7.641, 3.51821) => 1279.69
[00015508] (4.89751, 1.35435) => 8.59943
[00015511] (9.49829, 5.83391) => 505234
[00015514] (6.59741, 7.59818) => 1.6817e+06
[00015515] (1.79814, 1.55932) => 2.49662
[00015517] (9.13054, 9.03504) => 4.76568e+08
[00015519] (6.80485, 3.60175) => 999.093
[00015523] (6.51164, 7.08301) => 579936
[00015525] (5.38943, 5.63031) => 13146.5
[00015529] (9.76886, 8.74371) => 4.51756e+08
[00015532] (1.05124, 1.59441) => 1.08293
[00015535] (7.40826, 5.55736) => 68127.8
[00015539] (6.82384, 3.73092) => 1293.29
[00015542] (8.57069, 7.05017) => 3.78376e+06
[00015545] (2.0054, 1.88884) => 3.72228
[00015550] (2.78931, 5.36515) => 245.56
[00015553] (4.60682, 2.2641) => 31.7691
[00015556] (3.72159, 3.20081) => 67.1113
[00015559] (8.74927, 3.64891) => 2736.36
[00015562] (5.74362, 5.17469) => 8482.96
[00015563] (6.42107, 7.53984) => 1.22808e+06
[00015565] (3.9298, 9.46944) => 424965
[00015568] (3.67375, 1.33185) => 5.65768
[00015571] (9.93888, 4.67476) => 45953.5
[00015572] (4.91292, 2.78736) => 84.531
[00015575] (9.39332, 6.22263) => 1.13108e+06
[00015578] (6.70533, 2.21895) => 68.2
[00015579] (9.19405, 8.39645) => 1.23036e+08
[00015582] (8.34654, 8.20075) => 3.60615e+07
[00015591] (1.59598, 6.18478) => 18.0169
[00015594] (2.73543, 2.22603) => 9.39356
[00015595] (3.54782, 5.76179) => 1474.89
[00015597] (4.10921, 3.73437) => 195.886
[00015600] (5.62543, 4.59665) => 2806.75
[00015602] (8.05694, 2.46062) => 169.722
[00015605] (5.34732, 9.7713) => 1.30267e+07
[00015609] (2.28475, 7.87318) => 668.663
[00015614] (8.61892, 9.74604) => 1.30907e+09
[00015617] (7.00193, 3.92402) => 2073.27
[00015620] (6.85426, 1.47815) => 17.2057
[00015625] (2.36719, 1.65573) => 4.16514
[00015630] (3.94883, 2.6393) => 37.5197
[00015634] (5.90512, 8.45905) => 3.3409e+06
[00015637] (6.61973, 9.05844) => 2.72605e+07
[00015640] (2.29477, 4.79909) => 53.8539
[00015644] (7.28962, 4.74916) => 12506.2
[00015647] (3.84972, 1.92455) => 13.3871
[00015650] (7.8038, 2.81666) => 326.082
[00015653] (5.91594, 4.94059) => 6520.15
[00015656] (3.02227, 3.52932) => 49.5732
[00015660] (4.82926, 9.18217) => 1.9033e+06
[00015663] (7.77967, 1.60938) => 27.1579
[00015666] (3.81801, 1.58316) => 8.33951
[00015669] (9.75222, 7.39907) => 2.08182e+07
[00015672] (1.86553, 1.64609) => 2.79102
[00015676] (7.99902, 4.15909) => 5699.15
[00015679] (7.86849, 7.21347) => 2.9006e+06
[00015682] (7.09548, 1.35755) => 14.2971
[00015685] (8.49051, 9.79164) => 1.24675e+09
[00015688] (6.38124, 1.14082) => 8.28417
[00015692] (1.33915, 9.96501) => 18.3593
[00015695] (5.20089, 9.83157) => 1.09691e+07
[00015698] (5.08791, 8.64037) => 1.27281e+06
[00015701] (7.43271, 7.81749) => 6.45934e+06
[00015704] (4.3221, 5.10541) => 1759.88
[00015708] (6.93216, 2.50547) => 127.87
[00015711] (6.14502, 2.17547) => 51.9293
[00015714] (7.8755, 4.18715) => 5660.52
[00015718] (6.45032, 4.01122) => 1767.71
[00015721] (2.46027, 9.30942) => 4363.4
[00015726] (8.17966, 7.44603) => 6.25543e+06
[00015729] (2.51886, 3.37205) => 22.5361
[00015734] (3.64173, 7.57135) => 17777
[00015737] (7.62974, 1.44659) => 18.9074
[00015741] (4.88714, 6.13783) => 16955
[00015745] (2.77182, 8.50088) => 5806.15
[00015748] (7.90577, 6.33268) => 485729
[00015754] (6.87161, 1.87964) => 37.4426
[00015755] (5.60637, 7.50354) => 414723
[00015757] (3.73792, 6.46622) => 5043.75
[00015760] (2.21396, 1.09668) => 2.39078
[00015763] (2.67478, 4.10354) => 56.675
[00015766] (5.21458, 3.57728) => 367.872
[00015769] (5.92626, 1.3523) => 11.0926
[00015771] (5.57109, 9.67735) => 1.65474e+07
[00015774] (4.78408, 2.79229) => 79.103
[00015778] (2.77269, 6.84191) => 1072.23
[00015781] (8.43814, 5.51425) => 128102
[00015784] (3.53456, 8.41462) => 41118
[00015789] (5.94024, 8.02781) => 1.62912e+06
[00015792] (5.63722, 6.22184) => 47098.5
[00015795] (1.31933, 3.03076) => 2.31615
[00015797] (7.84293, 7.45037) => 4.61526e+06
[00015800] (5.50351, 3.37529) => 316.136
[00015804] (1.08758, 3.9248) => 1.39028
[00015807] (4.11773, 9.32526) => 539320
[00015810] (2.89435, 5.02717) => 209.072
[00015811] (7.30687, 8.20875) => 1.23072e+07
[00015813] (7.09446, 8.84816) => 3.38116e+07
[00015816] (9.74241, 9.75476) => 4.40759e+09
[00015822] (5.76828, 9.6718) => 2.29451e+07
[00015825] (5.20292, 4.27962) => 1162.16
[00015829] (7.58824, 2.67839) => 227.698
[00015833] (1.54569, 2.39903) => 2.84256
[00015839] (3.37784, 6.94881) => 4714.24
[00015842] (5.45892, 5.0654) => 5416.8
[00015845] (1.63416, 6.77851) => 27.9142
[00015848] (5.20163, 6.50025) => 45194.9
[00015852] (1.01929, 2.00037) => 1.03895
[00015855] (2.19237, 4.72796) => 40.9098
[00015858] (9.75058, 6.84477) => 5.88423e+06
[00015861] (7.95002, 8.35953) => 3.36241e+07
[00015864] (2.67419, 6.81296) => 813.653
[00015868] (5.56993, 1.15285) => 7.24191
[00015871] (2.45077, 1.11384) => 2.71408
[00015874] (4.71433, 1.30254) => 7.53625
[00015877] (4.08601, 1.8699) => 13.9017
[00015880] (3.49278, 6.76194) => 4708.57
[00015884] (8.69153, 1.12453) => 11.3773
[00015887] (6.51201, 9.40435) => 4.49227e+07
[00015891] (3.95906, 7.0179) => 15625.8
[00015894] (7.07429, 8.02806) => 6.62686e+06
[00015897] (1.92907, 8.89774) => 345.903
[00015902] (9.37079, 4.96942) => 67478.8
[00015905] (2.10342, 3.49108) => 13.4078
[00015909] (5.76806, 5.32481) => 11280.8
[00015911] (5.24011, 6.51581) => 48650
[00015914] (7.9457, 5.72583) => 142563
[00015915] (2.39812, 4.21252) => 39.8306
[00015917] (8.34651, 9.19504) => 2.97354e+08
[00015920] (7.68603, 1.34286) => 15.466
[00015923] (8.64713, 2.42464) => 186.885
[00015925] (7.72497, 8.57406) => 4.10092e+07
[00015928] (9.72263, 6.77746) => 4.95065e+06
[00015932] (9.32429, 5.10482) => 89066.3
[00015935] (7.67814, 2.3371) => 117.201
[00015938] (4.5411, 9.20769) => 1.12443e+06
[00015941] (4.17235, 5.70915) => 3482.15
[00015944] (7.01581, 5.76995) => 76177.9
[00015947] (3.76208, 3.65384) => 126.625
[00015949] (3.25611, 2.34647) => 15.9601
[00015952] (7.23447, 4.36723) => 5665.31
[00015955] (6.72011, 9.01148) => 2.85684e+07
[00015958] (4.0998, 7.89525) => 68852.4
[00015961] (1.73874, 5.68641) => 23.2309
[00015966] (3.24307, 1.25623) => 4.38408
[00015969] (9.3028, 2.20177) => 135.726
[00015972] (9.50848, 3.02286) => 905.081
[00015975] (4.98799, 4.1276) => 759.907
[00015977] (2.99694, 6.14836) => 852.695
[00015980] (6.83904, 5.5191) => 40590.3
[00015983] (9.44378, 5.0971) => 93415.9
[00015986] (4.83667, 9.29737) => 2.31464e+06
[00015989] (1.6118, 4.84086) => 10.0823
[00015992] (8.28755, 5.59738) => 138286
[00015996] (3.17242, 8.9569) => 30967.3
[00015999] (4.236, 1.4919) => 8.61703
[00016002] (5.06647, 6.7027) => 52896.5
[00016005] (2.49465, 9.95888) => 8990.36
[00016008] (8.84151, 2.28786) => 146.393
[00016013] (9.97259, 7.00151) => 9.84378e+06
[00016016] (6.51148, 1.90509) => 35.492
[00016017] (9.32443, 6.05174) => 737747
[00016020] (8.80043, 9.43406) => 8.1378e+08
[00016022] (3.63155, 6.85333) => 6894.31
[00016025] (4.48252, 4.08136) => 456.143
[00016029] (2.39637, 7.84799) => 952.218
[00016032] (9.43667, 7.02238) => 7.00731e+06
[00016035] (6.69914, 4.25199) => 3252.54
[00016037] (5.33548, 3.97718) => 780.004
[00016040] (5.64213, 3.34517) => 326.363
[00016044] (8.78344, 7.86347) => 2.63319e+07
[00016046] (3.58853, 3.20316) => 59.9079
[00016049] (7.52049, 6.89546) => 1.10185e+06
[00016052] (4.76725, 1.2011) => 6.52628
[00016056] (6.16545, 9.40587) => 2.69345e+07
[00016058] (6.97961, 2.6881) => 185.482
[00016059] (1.67578, 6.63761) => 30.7799
[00016061] (6.37483, 5.511) => 27128.4
[00016064] (7.65049, 2.08404) => 69.4452
[00016068] (8.08668, 9.0464) => 1.62949e+08
[00016071] (4.40078, 7.81061) => 106257
[00016074] (6.75827, 2.02725) => 48.1151
[00016075] (7.10823, 4.93652) => 16022.7
[00016077] (9.98207, 9.52506) => 3.29331e+09
[00016079] (4.68844, 1.81268) => 16.4574
[00016082] (4.85892, 7.32266) => 106487
[00016086] (9.97188, 4.13762) => 13569.3
[00016089] (4.85402, 2.68939) => 70.0158
[00016094] (9.17201, 7.5169) => 1.7169e+07
[00016097] (8.99712, 2.11826) => 104.964
[00016102] (4.89106, 4.9702) => 2669.77
[00016103] (4.09054, 5.83763) => 3726.89
[00016106] (3.0775, 8.82568) => 20355.2
[00016107] (5.80779, 1.73765) => 21.2612
[00016109] (3.38496, 7.9205) => 15643.2
[00016112] (9.60523, 8.28459) => 1.37935e+08
[00016115] (5.24813, 1.87282) => 22.3069
[00016118] (2.04236, 7.44471) => 203.633
[00016121] (1.34014, 5.70634) => 5.31562
[00016126] (7.27904, 2.73473) => 227.793
[00016130] (1.73417, 4.47874) => 11.7714
[00016141] (6.89096, 5.17222) => 21665.2
[00016143] (1.14135, 3.49636) => 1.58765
[00016146] (9.83302, 2.75756) => 546.255
[00016149] (8.07061, 3.39753) => 1205.71
[00016152] (5.33055, 4.68849) => 2555.41
[00016156] (9.94952, 1.04824) => 11.1156
[00016160] (2.40512, 1.19478) => 2.85347
[00016163] (2.3314, 6.84241) => 327.633
[00016166] (4.1844, 9.48736) => 790067
[00016169] (7.4598, 1.06115) => 8.43512
[00016174] (9.7456, 2.2418) => 164.708
[00016177] (9.05426, 2.05114) => 91.7561
[00016180] (3.92583, 5.5657) => 2021.36
[00016183] (2.99728, 2.73283) => 20.0824
[00016186] (7.74692, 8.94957) => 9.06402e+07
[00016187] (3.13202, 5.77719) => 731.94
[00016189] (3.2932, 9.46353) => 79158.8
[00016190] (2.91684, 6.66796) => 1258.98
[00016192] (6.94875, 6.31042) => 205488
[00016195] (1.68627, 2.78702) => 4.28995
[00016199] (6.10214, 4.04785) => 1511.86
[00016202] (4.4119, 6.36431) => 12664.7
[00016204] (9.60341, 8.52732) => 2.38482e+08
[00016207] (9.70198, 9.02078) => 7.9846e+08
[00016210] (6.69558, 2.18192) => 63.3587
[00016211] (4.848, 1.93227) => 21.1199
[00016222] (5.72044, 2.22765) => 48.673
[00016225] (6.37036, 8.09854) => 3.25505e+06
[00016229] (7.66145, 6.88335) => 1.22187e+06
[00016231] (8.44684, 4.42762) => 12677.9
[00016234] (1.44159, 2.18184) => 2.22111
[00016235] (6.83849, 2.52997) => 129.545
[00016237] (6.14422, 3.83093) => 1048.48
[00016240] (7.58189, 1.79906) => 38.2625
[00016243] (2.42033, 4.70091) => 63.7611
[00016246] (1.46678, 5.80008) => 9.22413
[00016247] (4.59644, 8.16232) => 255210
[00016250] (3.72399, 9.54858) => 283348
[00016251] (5.53136, 8.60903) => 2.48349e+06
[00016253] (2.30695, 5.77521) => 124.916
[00016256] (4.61715, 2.83224) => 76.1489
[00016259] (6.69153, 4.14513) => 2641.85
[00016262] (2.60146, 8.89324) => 4927.47
[00016265] (5.14688, 3.76338) => 476.225
[00016269] (3.37858, 1.28832) => 4.7993
[00016273] (5.75707, 3.68842) => 636.716
[00016276] (5.1301, 5.94477) => 16654.6
[00016279] (1.84833, 6.91605) => 69.9933
[00016282] (3.77218, 6.7475) => 7772.45
[00016283] (2.9245, 3.41621) => 39.096
[00016285] (2.55841, 2.82269) => 14.1767
[00016288] (4.26856, 8.52429) => 235888
[00016294] (6.1091, 1.16875) => 8.29111
[00016298] (9.80888, 5.82091) => 591741
[00016299] (7.30517, 8.50018) => 2.19287e+07
[00016301] (4.44882, 9.05935) => 745900
[00016304] (3.05326, 7.64771) => 5097.18
[00016307] (8.3039, 9.36439) => 4.05988e+08
[00016310] (3.49704, 5.07732) => 576.156
[00016313] (2.64229, 9.34057) => 8740.6
[00016317] (7.18867, 5.84372) => 101394
[00016320] (8.78518, 3.15963) => 959.18
[00016323] (9.95656, 2.69219) => 486.517
[00016327] (3.03824, 2.53023) => 16.6397
[00016330] (9.08403, 8.65777) => 1.97949e+08
[00016331] (5.53151, 8.10648) => 1.0516e+06
[00016333] (8.3194, 7.07101) => 3.20614e+06
[00016336] (4.61784, 5.38422) => 3779.95
[00016340] (3.24288, 3.31681) => 49.5065
[00016343] (7.69663, 2.75764) => 278.037
[00016346] (6.56182, 5.00087) => 12185.2
[00016347] (3.05173, 7.71916) => 5499.12
[00016349] (2.73387, 3.13504) => 23.4053
[00016352] (7.70303, 4.96227) => 25110.3
[00016358] (9.26642, 9.32327) => 1.03462e+09
[00016361] (2.64493, 8.99271) => 6289.92
[00016364] (8.69052, 1.77029) => 45.9599
[00016367] (3.00836, 9.48643) => 34486.1
[00016370] (5.00156, 9.05523) => 2.14073e+06
[00016373] (6.59326, 1.34069) => 12.536
[00016376] (3.35966, 4.1189) => 147.149
[00016379] (1.72721, 7.91452) => 75.5926
[00016382] (5.66048, 7.23005) => 277436
[00016385] (5.72161, 8.03108) => 1.21252e+06
[00016388] (4.98598, 7.62338) => 208552
[00016391] (8.1063, 6.50492) => 816247
[00016394] (1.60423, 8.9279) => 68.0141
[00016395] (5.36074, 2.17461) => 38.5284
[00016397] (3.21677, 3.37056) => 51.3205
[00016399] (4.7611, 2.38186) => 41.134
[00016402] (9.07011, 7.90642) => 3.72641e+07
[00016405] (2.15373, 1.38996) => 2.90485
[00016408] (7.99486, 2.23059) => 103.229
[00016412] (7.18033, 5.33493) => 36938
[00016415] (4.27047, 6.24458) => 8650.78
[00016418] (5.63419, 6.60815) => 91539.8
[00016421] (7.26388, 7.71605) => 4.41389e+06
[00016425] (4.91501, 4.48255) => 1258.32
[00016430] (2.56007, 1.2637) => 3.28024
[00016433] (6.99428, 8.5236) => 1.58582e+07
[00016436] (7.40641, 5.39011) => 48672.6
[00016437] (6.96724, 6.15317) => 153992
[00016439] (1.53823, 9.32765) => 55.5238
[00016442] (2.94889, 4.82912) => 185.37
[00016443] (7.5867, 3.19129) => 643.431
[00016445] (8.44874, 9.92886) => 1.59215e+09
[00016448] (6.6873, 5.72661) => 53197.2
[00016451] (1.55814, 7.90768) => 33.3487
[00016455] (1.41132, 3.51396) => 3.35566
[00016458] (9.71967, 7.31974) => 1.6957e+07
[00016459] (6.0505, 3.59623) => 647.894
[00016461] (2.08617, 3.01174) => 9.15787
[00016464] (4.71917, 7.39852) => 96741.4
[00016467] (5.05292, 2.0041) => 25.7022
[00016470] (5.55001, 2.55304) => 79.472
[00016473] (8.90831, 9.28795) => 6.63205e+08
[00016477] (5.33077, 6.183) => 31170.4
[00016482] (7.66556, 3.02515) => 474.104
[00016485] (2.80878, 5.08138) => 190.148
[00016488] (2.20273, 4.14659) => 26.4311
[00016492] (1.97031, 4.53926) => 21.7255
[00016495] (9.08689, 6.59933) => 2.11302e+06
[00016499] (8.04227, 8.73191) => 8.04788e+07
[00016501] (3.10475, 3.65448) => 62.8203
[00016504] (9.32385, 2.09282) => 106.953
[00016508] (1.25071, 7.93536) => 5.90176
[00016510] (1.67283, 3.78339) => 7.00493
[00016513] (7.27937, 8.89921) => 4.6985e+07
[00016516] (6.17649, 3.73481) => 897.985
[00016520] (9.63961, 7.25567) => 1.38043e+07
[00016522] (9.74879, 9.83964) => 5.38171e+09
[00016523] (1.434, 9.04818) => 26.0902
[00016527] (3.40473, 8.10702) => 20587.4
[00016529] (7.1556, 7.63171) => 3.32975e+06
[00016536] (7.52929, 7.70736) => 5.72087e+06
[00016540] (2.28037, 6.15173) => 159.348
